CNPJ,EMPRESA,CODIGO
07.258.627/0001-96,ALOBA SA AGROINDL DO NE,507709
61.079.117/0001-05,ALPARGATAS SA,10456
47.848.684/0001-40,ALPART ALPA PARTICIPACOES SA,310
11.721.921/0001-60,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,22217
32.477.457/0001-88,ALPES SA HOT E TUR,506672
16.811.931/0001-00,ALPHAVILLE S.A.,25275
87.819.926/0001-91,ALPINA BRASIL SA MAQ IMP AGRIC,329
49.705.528/0001-55,ALPLAN SA IND COM CH MAD AGLOM,337
02.282.923/0001-09,ALTA - AMER.LAT.TELEC.AVANÇADAS S/A,17310
02.783.423/0001-50,ALTERE SECURITIZADORA S.A.,18066
92.859.974/0001-43,ALTUS SISTEMA DE AUTOMAÇÃO S.A.,23183
06.960.645/0001-52,ALUBRAS ARTF ACO ALUM BR SA,504165
04.955.456/0001-66,ALUMAZON COMPONENTES DA AM S A,516090
04.955.456/0001-66,ALUMAZON COMPONENTES DA AM S A,521019
12.569.935/0001-72,ALUMÍNIO EXTRUDADO DO BRASIL S/A,516856
12.569.935/0001-72,ALUMÍNIO EXTRUDADO DO BRASIL S/A,520900
10.886.893/0001-78,ALUMINIO EXTRUSAO LAMINACAO,345
09.037.706/0001-00,ALUMINIO IPAM SA - IND E COM,512303
09.037.706/0001-00,ALUMINIO IPAM SA - IND E COM,519782
13.609.441/0001-37,ALUMINIO TIGRE SA IND E COM.,512281
11.162.096/0001-00,ALUMISA NORDESTE SA,518832
08.364.948/0001-38,ALUPAR INVESTIMENTO S/A,21490
82.998.600/0001-55,ALUSUD ALUMINIO DO SUL SA,353
07.196.934/0001-90,ALVORADA CARTOES, CREDITO, FINANCIAMENTO E INVESTIMENTO S/A,1147
84.151.372/0001-09,ALYA AGROINDUSTRIAL S. A.,515310
39.324.892/0001-11,AM AGROPECUARIA S. A.,515531
96.735.105/0001-68,AMADEO ROSSI SA MET MUNICOES,361
24.170.211/0001-30,AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,24503
04.378.352/0001-36,AMAPATIUA AGROPECUARIA S. A...,515361
02.036.227/0001-12,AMARANTE PARTICIPACOES SA,16918
47.959.697/0001-96,AMAZONAS PRODS P CALCADOS SA,370
04.947.867/0001-00,AMAZONEX INDL EXPORTADORA SA,504092
06.352.108/0001-20,AMAZONIA AGROPEC INDL,502049
02.340.278/0001-33,AMAZONIA CELULAR S/A,17280
00.380.153/0001-01,AMAZÔNIA GOLF HOTELARIA E TURISMO S/A,520187
04.566.576/0001-71,AMAZONIA INDL E COML GUARANA,512362
05.057.179/0001-37,AMAZONIA SA INDUSTRIA ALIMENTICIA,517690
07.526.557/0001-00,AMBEV S.A.,23264
12.648.266/0001-24,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,24961
84.127.208/0001-66,AMCOR EMBALAGENS DA AMAZONIA S/A,515523
57.009.078/0001-94,AMELCO SA IND ELETRONICA,12750
44.081.677/0001-77,AMERICA DO SUL LEAS SA ARR MER,388
31.805.419/0001-44,AMERICAN TRADING S/A,505250
01.223.522/0001-15,AMERICAS EMPRS ARTISTICOS SA,15679
01.685.903/0001-16,AMERICEL SA,16195
13.025.614/0001-70,AMIDO GLUCOSE SA IND E COM,508241
36.461.242/0001-20,AMIL PARTICIPAÇÕES S/A,21172
33.050.071/0001-58,AMPLA ENERGIA E SERVIÇOS S.A.,3050
07.809.905/0001-56,AMPLA INVESTIMENTOS E SERVIÇOS S/A,20214
40.430.571/0001-80,ANCAR EMPREENDIMENTOS COMERCIAIS S/A,19259
00.979.769/0001-01,ANCAR SHOPPING SA,15326
76.491.661/0001-29,ANCORA COMERCIAL SA,396
60.503.232/0001-94,ANDERSON CLAYTON SA IND E COM,400
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES SA,19437
36.310.076/0001-60,ANDRADE GUTIERREZ GRANITOS SA,514179
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPAÇÕES SA,19062
09.015.421/0001-60,ANDRADE LIMA HOTEIS SA,503657
31.751.233/0001-50,ANDRADE SA MARMORES E GRANITOS,506699
09.015.322/0001-89,ANGICAL AGROPEC SA,500275
22.107.296/0001-87,ANGICOS SA AGROPASTORIL,518263
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961
04.582.540/0001-81,ANHUMAS AGROPEC SA,507962
09.288.252/0001-32,ANIMA HOLDING S/A,23248
46.892.592/0001-02,ANSON AGROPEC SA,507458
60.661.451/0001-00,ANSON SA ENG FUND RECUPERACOES,12416
06.560.973/0001-61,APESA AGROPASTORIL PIAUIENSE,503185
05.020.920/0001-95,APIACAS HOTEIS E TUR SA,511846
33.017.088/0001-03,APOLO PRODUTOS DE ACO SA,426
12.536.710/0001-10,APPO SA IND DE CONFECCOES,517003
09.405.671/0001-07,AQUAMARIS AQUACULTURA SA,511706
11.197.023/0001-54,AQUA-RIO S/A,22101
45.169.000/0001-58,AQUATEC QUIMICA SA,12564
09.439.783/0001-89,ÁQUILLA SECURITIZADORA SA,21512
15.914.972/0001-69,AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A.,22950
42.157.511/0001-61,ARACRUZ CELULOSE S/A,434
17.805.110/0001-23,ARAFERTIL SA,485
02.517.787/0001-99,ARAGUAIA CIA INDL DE PROD ALIM,442
02.517.787/0001-99,ARAGUAIA CIA INDL DE PROD ALIM,520179
01.543.362/0001-91,ARAGUAIA SA MIN RACOES FERTIL,13161
76.516.921/0001-73,ARAPUA IMPORTACAO COMERCIO SA,9806
05.680.558/0001-89,ARAPUA NORTE AGROPEC DE EXP,500917
25.122.961/0001-08,ARAPUIM AGROPEC E IND SA,505498
10.169.860/0001-07,ARARIPE TEXTIL SA - ARTESA,508381
15.604.465/0001-29,ARATUR HOT TUR DE ARACAJU SA,501034
04.371.159/0001-73,ARAUAYA AGRICOLA E COML SA,512370
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651
00.237.000/0001-00,ARBRA SA,14788
01.380.468/0001-11,ARCA S/A AGROPECUÁRIA,513164
24.315.012/0001-73,ARCELOR BRASIL S.A.,3964
33.390.170/0001-89,ARCELORMITTAL INOX BRASIL S.A.,2658
92.660.158/0001-06,ARCON SA IND ELETROMETALURGICA,507
12.785.705/0001-40,ARCOVERDE AGRIC E PEC SA,517119
02.036.233/0001-70,ARDOSIA PARTICIPACOES SA,16926
24.080.871/0001-20,AREIAS BELAS AGRICUL IRRIG SA,506192
16.590.234/0001-76,AREZZO INDÚSTRIA E COMERCIO S/A,22349
02.036.220/0001-09,ARGENTUM PARTICIPACOES SA,16888
24.624.551/0001-94,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,24120
24.624.490/0001-65,ARGO TRANSMISSÃO DE ENERGIA S.A.,24210
02.605.028/0001-88,ARGOLIS HOLDINGS S.A.,17566
02.992.440/0001-06,ARGOLIS PARTICIPAÇÕES S/A,18341
12.689.337/0001-37,ARISA-AGROINDL E REFLOREST SA,511145
24.154.015/0001-72,ARIZONA AGRICOLA SA,512818
08.331.878/0001-11,ARIZONA AGRO PASTORIL SA,517500
12.803.540/0001-92,ARIZONA SA AGROINDL E PECUARIA,512710
15.109.747/0001-50,ARMAZENS GERAIS EMPR UNIAO SA,515
61.064.978/0001-01,ARNO SA,523
12.676.417/0001-58,AROEIRAS EMPREEND RURAIS SA,511790
39.378.187/0001-05,AROSO HOTEIS E LAZER SA,514420
07.063.068/0001-69,ARPASO AGROPEC SA,502170
08.074.940/0001-37,ARPEL SA CALCADOS ARTEF COURO,512958
09.507.195/0001-35,ARRECIFES HOT E TUR SA,502804
08.872.319/0001-19,ARTBRAS SA-CARNES E DERIVADOS,501514
08.567.190/0001-35,ARTECOLA NE SA INDS QUIMICAS,506257
10.976.124/0001-60,ARTEFATOS PAPEL NE SA ARTEPE,531
07.126.683/0001-77,ARTEMISA AQUICULTURA SA,517887
02.919.555/0001-67,ARTERIS S.A.,19771
04.972.626/0001-10,ARTESANATO DE MADEIRA AM SA,508187
92.189.356/0001-33,ARTHUR LANGE SA IND E COM,574
00.294.850/0001-40,ARUANA AGROPASTORIL SA,503215
02.693.299/0001-32,ASA AGROINDL DE ALIM SA,508985
33.319.617/0001-23,ASBERIT SA,582
04.944.815/0001-80,ASO METAL SA,590
11.181.948/0001-07,ASSA ALIM SELECIONADOS SA,506206
05.504.154/0001-34,ASSUNCAO IND E COM SA,511218
75.315.333/0001-09,ATACADÃO S.A.,24171
48.011.688/0001-31,ATHANASE SARANTOPOULOS H T SA,507440
04.932.729/0001-57,ATIAIA PEC SA,510688
04.932.729/0001-57,ATIAIA PEC SA,520993
13.720.918/0001-57,ATIVOS BRASILEIROS S.A.,22918
02.445.817/0001-07,ATL - ALGAR TELECOM LESTE S.A.,18252
01.431.728/0001-30,ATLÂNTICA EMPREEND.IMOBILIÁRIOS S/A,17990
12.610.165/0001-64,ATLETAS BRASILEIROS S/A,22934
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100
61.510.996/0001-70,ATMA SA,604
00.886.257/0001-92,ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS SA,20591
00.359.742/0001-08,ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,15423
03.453.981/0001-10,AUFERVILLE TRUST SA,18562
07.857.093/0001-14,AURA MINERALS INC,80187
00.160.436/0001-48,AUSTRAL INVESTIMENTOS SA,14656
47.709.365/0001-53,AUTEL SA TELECOMUNICAÇOES,14419
28.519.932/0001-64,AUTOMATICA TECNOLOGIA SA,514470
01.036.698/0001-68,AUTOMATON NORTE IND PLAST SA,505307
61.618.237/0001-25,AUTOMETAL AGROPEC SA,516805
59.104.513/0001-95,AUTOMETAL S/A,22381
09.326.342/0001-70,AUTOPISTA FERNÃO DIAS SA,21989
09.324.949/0001-11,AUTOPISTA FLUMINENSE SA,22004
09.313.969/0001-97,AUTOPISTA LITORAL SUL,21997
09.325.109/0001-73,AUTOPISTA PLANALTO SUL SA,21970
09.336.431/0001-06,AUTOPISTA REGIS BITTENCOURT SA,21962
40.281.347/0001-74,AUTOTRAC COMERCIO E TELECOMUNICAÇÕES,20311
02.679.185/0001-38,AUTOVIAS S/A,21822
51.996.601/0001-37,AUXILIAR LEASING SA ARR MERC,655
46.047.288/0001-50,AUXILIAR SA PARTICIPACOES,11924
15.011.696/0001-29,AVAL SECURITIZADORA DE CREDITOS S.A.,23973
54.649.819/0001-03,AVARA SA,12483
09.055.120/0001-60,AVARANDADO FORTE AGROPEC PI SA,500534
07.216.906/0001-97,AVARANDADO FORTE AGROPEC SA,500542
05.645.866/0001-73,AVEMAR AVICULTURA E RACAO SA,514659
63.766.497/0001-73,AVENORTE INDS ALIMENTICIAS SA,514276
06.039.150/0001-95,AVIANE AVES INDUST DO NE,500267
09.462.441/0001-80,AVIBOSA-AVICULT E BOVINCULT SA,507377
10.980.696/0001-13,AVIC-ALIMENTOS SELECIONADOS SA,505951
12.992.822/0001-85,AVICOCO DO NE SA,515000
09.357.161/0001-01,AVICOLA DAGEMA S/A,511803
04.072.815/0001-37,AVINEL SA - AVICULTURA INDUSTRIAL,519332
02.863.035/0001-80,AXXOR INDÚSTRIA MECÂNICA S/A,518778
31.709.272/0001-99,AZECYP HOTELARIA E TURISMO SA,514780
31.709.272/0001-99,AZECYP HOTELARIA E TURISMO SA,520659
61.351.532/0001-68,AZEVEDO & TRAVASSOS SA,11975
09.305.994/0001-29,AZUL S.A.,24112
04.937.843/0001-70,AZULEJOS DO PARA SA,503924
11.029.972/0001-25,B D MOVEIS SA,505730
00.776.574/0001-56,B2W - COMPANHIA DIGITAL,20990
09.346.601/0001-25,B3 S.A. - BRASIL, BOLSA, BALCÃO,21610
12.565.057/0001-17,BACALACTE-BACABAL IND LATIC SA,513270
08.023.558/0001-02,BACATUBA AGROPASTORIL SA,500585
15.195.464/0001-78,BACRAFT SA INDUSTRIA DE PAPEL,680
04.781.143/0001-39,BAESA-ENERGETICA BARRA GRANDE SA,19607
13.605.696/0001-21,BAHEMA AGROPECUARIA SA,698
45.987.245/0001-92,BAHEMA EDUCACAO S.A.,701
96.832.365/0001-51,BAHEMA EQUIPAMENTOS SA,18155
15.258.023/0001-78,BAHIA OTHON PALACE HOTEL SA,710
01.554.970/0001-00,BAHIA TRUST DE RECEBIVEIS,16098
24.073.470/0001-43,BAISA BAHIA AGRICULTURA SA,505234
11.124.278/0001-97,BAIXADAO AGROPEC SA,502340
11.124.278/0001-97,BAIXADAO AGROPEC SA,520861
09.462.852/0001-75,BALADARE PARTICIPAÇÕES S/A,21571
76.659.101/0001-30,BAMERINDUS SA CRED IMOBILIARIO,752
75.170.076/0001-64,BAMERINDUS SA FINANC CRED INV,760
76.543.156/0001-80,BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL,744
08.188.047/0001-32,BANAGRO SA BAND AGROPEC SA,506907
28.195.667/0001-06,BANCO ABC BRASIL S/A,20958
10.664.513/0001-50,BANCO AGIBANK S.A.,24465
24.986.770/0001-13,BANCO AGRIMISA SA,779
60.770.336/0001-65,BANCO ALFA DE INVESTIMENTO S.A.,1384
33.870.163/0001-84,BANCO ALVORADA S.A.,15512
76.543.115/0001-94,BANCO BAMERINDUS BRASIL SA,825
63.090.609/0001-19,BANCO BANDEIRANTES DE INVESTIMENTOS SA,833
15.142.490/0001-38,BANCO BANEB SA,1066
76.492.172/0001-91,BANCO BANESTADO SA,1180
10.781.532/0001-67,BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDICIAL,1473
60.898.723/0001-81,BANCO BCN S.A.,957
04.562.120/0001-33,BANCO BEA SA,1139
01.540.541/0001-75,BANCO BEG S.A.,1074
61.186.680/0001-74,BANCO BMG S/A,1716
61.186.680/0001-74,BANCO BMG S/A,24600
61.186.680/0001-74,BANCO BMG S/A,91006
33.485.541/0001-06,BANCO BOAVISTA INTERATLÂNTICO S.A.,850
15.114.366/0001-69,BANCO BOCOM BBM S.A.,930
71.027.866/0001-34,BANCO BONSUCESSO S.A.,20869
06.271.464/0001-19,BANCO BRADESCO BBI S.A.,1163
33.147.315/0001-15,BANCO BRADESCO BERJ S.A.,1201
60.746.948/0001-12,BANCO BRADESCO S.A.,906
30.306.294/0001-45,BANCO BTG PACTUAL S/A,22616
33.349.358/0001-83,BANCO CACIQUE SA,11380
07.814.999/0001-51,BANCO COMERCIAL BANCESA S.A.,1031
61.230.165/0001-44,BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.,787
21.562.962/0001-04,BANCO CREDITO REAL DE MG SA,949
52.940.350/0001-31,BANCO CREFISUL S.A.,795
04.902.979/0001-44,BANCO DA AMAZÔNIA S.A.,922
62.232.889/0001-90,BANCO DAYCOVAL S.A.,20796
10.866.788/0001-77,BANCO DE PERNAMBUCO S.A. - BANDEPE,1090
15.163.587/0001-27,BANCO DESENV ESTADO BAHIA SA,981
00.000.000/0001-91,BANCO DO BRASIL S.A.,1023
03.468.907/0001-78,BANCO DO ESTADO DE MATO GROSSO S.A.,12467
83.876.003/0001-10,BANCO DO ESTADO DE SANTA CATARINA S/A - BESC,1104
61.411.633/0001-87,BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA,1112
13.009.717/0001-46,BANCO DO ESTADO DE SERGIPE SA,1120
04.913.711/0001-08,BANCO DO ESTADO DO PARÁ S/A.,1171
06.833.131/0001-36,BANCO DO ESTADO DO PIAUÍ S.A. - BEP,1198
92.702.067/0001-96,BANCO DO ESTADO DO RIO GRANDE DO SUL SA,1210
07.237.373/0001-20,BANCO DO NORDESTE DO BRASIL SA,1228
22.531.842/0001-02,BANCO DO PROGRESSO S.A.,1236
15.124.464/0001-87,BANCO ECONOMICO SA - EM LIQUIDAÇÃO EXTRAJUDICIAL,1244
52.940.319/0001-09,BANCO FENICIA SA,1252
33.098.518/0001-69,BANCO FININVEST SA,6092
53.518.684/0001-84,BANCO HSBC S.A.,12521
53.518.684/0001-84,BANCO HSBC S.A.,19755
31.895.683/0001-16,BANCO INDUSTRIAL DO BRASIL,21377
61.024.352/0001-71,BANCO INDUSVAL S.A.,20885
00.416.968/0001-01,BANCO INTER S.A.,24406
92.723.550/0001-57,BANCO ITABANCO S/A,914
17.298.092/0001-30,BANCO ITAU BBA S.A.,1082
49.925.225/0001-48,BANCO ITAULEASING S.A.,3590
17.184.037/0001-10,BANCO MERCANTIL BRASIL SA,1325
34.169.557/0001-72,BANCO MERCANTIL DE INVESTIMENTOS S.A.,1309
61.065.421/0001-95,BANCO MERCANTIL DE SÃO PAULO SA,1317
17.157.777/0001-67,BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,1350
43.073.394/0001-10,BANCO NOSSA CAIXA S/A,19828
59.285.411/0001-13,BANCO PAN SA,21199
08.884.213/0001-35,BANCO PATAGONIA SA,80063
62.144.175/0001-20,BANCO PINE S/A,20567
62.307.848/0001-15,BANCO RCI BRASIL S.A.,21466
17.156.514/0001-33,BANCO REAL SA,1392
58.160.789/0001-28,BANCO SAFRA S/A,1406
90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,20532
60.700.556/0001-12,BANCO SANTANDER NOROESTE SA,1368
33.517.640/0001-22,BANCO SANTANDER S.A.,868
05.707.616/0001-10,BANCO SANTANDER S.A.,80160
60.889.128/0001-80,BANCO SOFISA SA,20680
60.942.638/0001-73,BANCO SUDAMERIS BRASIL SA,1422
00.086.413/0001-30,BANCO ÚNICO S.A.,1015
63.081.004/0001-61,BANCOCIDADE LEASING ARR MERC SA,7994
01.210.645/0001-11,BANEB LEASING SA ARREND MERC,15628
62.527.346/0001-08,BANESTADO LEASING SA ARR MERC,12017
76.550.748/0001-20,BANESTADO SA CRED FIN E INV,1457
39.813.605/0001-37,BANESTES LEASING SA ARR MERC,15245
28.127.603/0001-78,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO,1155
33.550.104/0001-29,BANEX S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO,8176
07.216.674/0001-77,BANFORT-BANCO FORTALEZA S.A.,1376
92.791.813/0001-65,BANKAMERICA COMERCIAL E PARTICIPAÇÕES S. A.,8990
01.377.222/0001-90,BANKBOSTON COMPANHIA HIPOTECÁRIA,16500
11.558.657/0001-95,BANORTE BANCO INVEST SA,1465
10.781.524/0001-10,BANORTE CRED FIN E INVEST SA,1481
10.925.675/0001-03,BANORTE CRED IMOBILIARIO SA,1490
34.260.158/0001-12,BANORTE LEASING ARRENDAMENTO MERCANTIL SA EM LIQUIDAÇÃO EXTRAJUDICIAL,14001
92.721.232/0001-57,BANRISUL ARMAZENS GERAIS SA,15822
92.934.215/0001-06,BANRISUL CARTÕES S.A.,24554
92.692.979/0001-24,BANRISUL S.A. ADMINISTRADORA DE CONSÓRCIOS,15130
61.578.159/0001-82,BANYLSA TECELAGEM DO BRASIL SA,1503
06.030.043/0001-04,BAPESA BACABINHA AGROPEC SA,518557
10.809.341/0001-66,BAPTISTA DA SILVA PARTICIPAÇÕES E PROJETOS SA,12033
39.406.590/0001-92,BARAO AGROPECUARIA SA,515094
24.093.221/0001-10,BARAO DE GRAJAU AGROINDL SA,502642
24.093.221/0001-10,BARAO DE GRAJAU AGROINDL SA,520284
49.033.814/0001-11,BARBER GREENE BRASIL INDUSTRIA E COMERCIO SA,1511
60.851.615/0001-53,BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL,1520
10.608.405/0001-60,BARIGUI SECURITIZADORA SA,21920
15.723.497/0001-43,BARONESA AGROPASTORIL SA,505960
09.003.047/0001-83,BARRA DO CORDA AGROPEC SA,501476
09.003.047/0001-83,BARRA DO CORDA AGROPEC SA,520349
08.984.437/0001-19,BARRA SA AGRICULTURA E PEC,501204
33.664.228/0001-35,BARRALCOOL USINA DA BARRA SA,512320
15.125.339/0001-91,BARRETTO ARAUJO PROD CACAU SA,11894
35.082.277/0001-95,BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,24970
09.462.140/0001-56,BASEL PARTICIPAÇÕES S/A,21601
48.539.407/0001-18,BASF BRAS SA INDS QUIMICAS,1538
61.064.937/0001-15,BATES SA,1546
42.331.462/0001-31,BATTISTELLA ADM E PARTICIPAÇÕES S A,15458
61.374.161/0001-30,BAUMER SA,1562
17.344.597/0001-94,BB SEGURIDADE PARTICIPAÇÕES S.A.,23159
13.004.577/0001-13,BBC ADM E PARTICIPAÇÃO-EM LIQUIDAÇÃO ORDINÁRIA,892
37.623.907/0001-17,BBC LEASING ARREND MERCANTIL-EM LIQUIDAÇÃO ORDINÁRIA,14800
31.546.476/0001-56,BB-LEASING SA ARRENDAMENTO MERCANTIL,13935
01.107.327/0001-20,BBM LOGÍSTICA S.A.,24660
00.162.760/0001-03,BBV LEASING BRASIL SA ARR MERC,14842
19.276.528/0001-16,BCBF PARTICIPAÇÕES S.A.,24775
60.885.100/0001-74,BCO AUXILIAR SA,809
76.484.575/0001-99,BCO BAMERINDUS INVS SA,817
60.885.092/0001-66,BCO BRADESCO INVESTIMENTO SA,884
33.132.044/0001-24,BCO CEDULA SA,2380
13.007.703/0001-93,BCO CREDIPLAN SA,973
61.100.046/0001-77,BCO INV AMERICA SUL SA,990
17.180.399/0001-32,BCO MAISONNAVE DE INV SA,1295
33.222.241/0001-34,BCO NACIONAL INVS SA,1341
61.391.090/0001-83,BCO SAVENA SA,1414
87.125.019/0001-42,BCO SUL BRASILEIRO SA,1430
40.432.544/0001-47,BCP S/A,18600
92.691.328/0001-10,BCR BCO CREDITO REAL SA,965
23.464.852/0001-35,BEATRIZ TÊXTIL S/A,504521
16.168.460/0001-63,BEIRADA AGROPEC SA,512923
13.666.599/0001-49,BELAP AGROPEC SA,508438
01.608.571/0001-76,BELAPART SA,16233
11.571.833/0001-29,BELASA-BELO JARDIM AVES SA,507059
04.146.809/0001-87,BELCONAV SA CONSTRUCAO NAVAL,514446
09.501.651/0001-30,BELEM MALHADA REAL AGROPEC SA,503754
04.945.135/0001-80,BELEM PESCA SA,504424
14.200.618/0001-00,BELEZA PARTICIPAÇÕES SA,22632
09.462.466/0001-83,BELMONTE AGROINDUSTRIAL SA,506060
28.564.391/0001-96,BELPRATO SA,13480
82.373.077/0001-71,BEMATECH S/A,20656
09.042.817/0001-05,BEMOBI MOBILE TECH S.A.,25500
63.739.973/0001-67,BENAION IND PAPEL E CELULOSE SA,514934
09.185.877/0001-79,BENTONISA BENTONITA DO NORDESTE SA,509590
61.288.916/0001-83,BENZENEX SA ADUBOS E INSET,1635
09.400.937/0001-29,BERNA PARTICIPAÇÕES SA,21563
04.751.079/0001-43,BERNECK MADEIRAS DO PARA SA,517992
02.386.886/0001-89,BERTO SA,504874
00.510.570/0001-21,BESC SA ARRENDAMENTO MERCANTIL,15040
04.378.576/0001-48,BETA BUF EQUAT AMAPAENSE SA,509132
31.769.995/0001-83,BETA NORTE AGROINDUSTRIAL SA,513393
04.381.091/0001-03,BETA SA INDUSTRIA E COMERCIO,1660
07.021.459/0001-10,BETA SECURITIZADORA S/A,19747
02.762.124/0001-30,BETAPART PARTICIPAÇÕES SA,17884
60.627.346/0001-46,BETUMARCO SA ENGENHARIA INDUSTRIA COMERCIO,1678
08.161.119/0001-58,BEVISA PECUARIA BELA VISTA SA,504050
43.425.008/0001-02,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,6203
43.425.008/0001-02,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,14052
25.635.129/0001-05,BFC BANCO SA,8796
04.987.555/0001-20,BGPAR SA,19500
08.723.106/0001-25,BHG S.A. - BRAZIL HOSPITALITY GROUP,20907
07.112.325/0001-05,BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,19704
02.077.546/0001-76,BIANCOGRÊS CERÂMICA S.A.,518042
56.992.423/0001-90,BICICLETAS MONARK SA,1694
16.921.603/0001-66,BIOBRAS SA,1708
04.752.991/0001-10,BIOMM SA,19305
15.527.906/0001-36,BIOSEV S.A.,22845
24.462.442/0001-18,BIOTECNICA INDUSTRIAL E AGRICOLA SA,513385
19.688.956/0001-56,BIOTOSCANA INVESTMENTS S.A.,80179
49.341.506/0001-53,BIRMANN SA COM. E EMPREEND.,493
33.205.766/0001-61,BISCOITOS PRINCESA DA AM SA,510572
30.678.502/0001-37,BISVIT SA INDUSTRIA E COM,515868
13.574.594/0001-96,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S.A.,24317
58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,24627
66.542.002/0001-10,BLUE TREE HOTELS & RESORTS DO BRASIL SA,17760
46.521.357/0001-16,BMD LEASING SA ARREND MERC,15229
34.265.561/0001-34,BMG LEASING S.A. - ARREND. MERCANTIL,1724
61.146.577/0001-09,BNC BRAZIL LTDA,1007
00.383.281/0001-09,BNDES PARTICIPAÇÕES S.A. - BNDESPAR,16772
09.136.151/0001-46,BOA VISTA AGROPEC SA,504505
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,25135
42.419.846/0001-00,BOAVISTA SA ARREND MERCANTIL,1759
42.419.846/0001-00,BOAVISTA SA ARREND MERCANTIL,15172
33.528.720/0001-83,BOAVISTA SA CRED FIN E INV,1732
17.387.473/0001-96,BOCAIUVA TEXTIL SA,12270
10.894.123/0001-77,BOLERO PARTICIPAÇÕES SA,22039
08.936.812/0001-55,BOLSA DE MERCADORIAS & FUTUROS - BM&F S/A,21210
07.016.405/0001-67,BOM JESUS AGROPEC E INDL SA,511390
31.714.116/0001-16,BOM ZON ESPIRITO SANTO SA,514284
00.257.846/0001-01,BOMBRIL HOLDING SA,15334
50.564.053/0001-03,BOMBRIL SA,12190
97.422.620/0001-50,BOMPREÇO BAHIA SA,14435
13.004.510/0001-89,BOMPRECO SA SUPERMERCADO DO NE,15202
01.269.202/0001-04,BOMPRECO TRUST RECEBIVEIS SA,15644
02.117.801/0001-67,BONAIRE PARTICIPAÇÕES S.A.- EM LIQUIDAÇÃO,16560
43.151.984/0001-14,BONAL SA,504459
03.144.086/0001-14,BONANCA ACU AGROPEC SA,512060
03.144.086/0001-14,BONANCA ACU AGROPEC SA,520845
11.564.010/0001-76,BONANCA AGROINDUSTRIAL S. A...,515280
21.722.673/0001-25,BONANZA AGROPEC SA,503126
07.070.311/0001-76,BONANZA AGROPEC SA,513202
84.583.608/0001-86,BONATO SA COM E INDUSTRIA,1775
24.144.149/0001-02,BONESA BORRACHAS NE SA,516538
24.144.149/0001-02,BONESA BORRACHAS NE SA,519197
60.858.586/0001-51,BONFIGLIOLI COML CONSTRUT SA,1783
10.868.610/0001-65,BONOR INDUSTRIA DE BOTÕES DO NORDESTE SA,516902
12.646.972/0001-37,BOQUEIRAO AGROPEC SA,510319
96.734.884/0001-87,BORBONITE SA IND DE BORRACHAS,1791
41.236.639/0001-58,BORBOREMA AVICOLA SA,516163
06.633.291/0001-31,BORBOREMA EMPREENDIMENTOS AGRÍCOLAS S/A,500640
91.302.034/0001-96,BORELLA SA IND E COMERCIO,6238
39.366.398/0001-10,BORGA AGROPECUARIA SA,513946
33.323.742/0001-07,BORGHOFF SA,1805
10.915.593/0001-70,BORLEM DO NE SA-EMPREEND INDS,501921
60.943.388/0001-96,BORLEM SA EMPREEND INDUSTRIAIS,1813
00.183.435/0001-19,BOSFORO PARTICIPACOES SA,14591
43.458.421/0001-73,BOSTON EXPORTADORA IMPORT SA,16160
61.087.581/0001-35,BOTUCATU TÊXTIL S. A.,10987
08.695.953/0001-23,BOVESPA HOLDING SA,21164
15.483.430/0001-89,BPMB I PARTICIPAÇÕES S.A.,23108
